#query	KEGG_ko
k141_185412_2	ko:K01610
k141_599768_8	ko:K04485
k141_599768_9	ko:K07738
k141_599768_10	ko:K11752
k141_599768_11	ko:K03625
k141_599768_12	ko:K00946
k141_599768_13	ko:K01095
k141_599768_14	ko:K03602
k141_599768_16	ko:K01048
k141_599768_17	ko:K00927
k141_599768_19	ko:K01354
k141_599768_22	ko:K16267
k141_599768_23	ko:K00001,ko:K00121,ko:K02267,ko:K13980,ko:K18857
k141_599768_24	ko:K03116,ko:K03425
k141_599768_25	ko:K03117
k141_599768_26	ko:K03118
k141_599768_27	ko:K07560
k141_40818_4	ko:K06861
k141_40818_5	ko:K05808
k141_227449_1	ko:K01857
k141_227449_2	ko:K00481
k141_227449_3	ko:K00448
k141_227449_4	ko:K00449
k141_227449_5	ko:K01607
k141_227449_6	ko:K01055,ko:K14727
k141_599827_1	ko:K02674
k141_416533_1	ko:K01679
k141_416533_2	ko:K02234
k141_416533_3	ko:K05936
k141_416533_4	ko:K05934,ko:K13540,ko:K13541
k141_416533_5	ko:K02189
k141_416533_6	ko:K03394
k141_416533_7	ko:K00595
k141_416533_9	ko:K03795
k141_416533_10	ko:K02231
k141_416533_11	ko:K00768
k141_416533_12	ko:K02233
k141_599885_1	ko:K01955
k141_599885_2	ko:K01956
k141_969286_3	ko:K02469
k141_599951_1	ko:K01491
k141_227614_2	ko:K01778
k141_227614_4	ko:K03797
k141_787918_1	ko:K10693
k141_787918_2	ko:K10693
k141_227649_1	ko:K02358
k141_787939_2	ko:K00285
k141_416718_1	ko:K01644,ko:K08691
k141_41117_1	ko:K09973
k141_600149_1	ko:K01681
k141_41227_1	ko:K01937
k141_41227_2	ko:K01627
k141_41227_3	ko:K01689
k141_969623_1	ko:K15778
k141_969635_1	ko:K10439
k141_416943_2	ko:K01866
k141_788237_1	ko:K00625
k141_788237_2	ko:K06147,ko:K18893
k141_41259_2	ko:K02050,ko:K15577
k141_41259_3	ko:K02051,ko:K22067
k141_41259_4	ko:K02049
k141_41259_5	ko:K01689
k141_41259_7	ko:K02970
k141_41259_8	ko:K09117
k141_41259_9	ko:K02316
k141_41262_1	ko:K02050
k141_41275_3	ko:K04501
k141_969722_2	ko:K01885
k141_600352_1	ko:K06940
k141_1155410_2	ko:K01658
k141_1155410_4	ko:K03149
k141_1155410_8	ko:K01173
k141_788336_1	ko:K02428
k141_788336_2	ko:K15449
k141_788336_6	ko:K03284
k141_227967_1	ko:K03527
k141_227967_2	ko:K02035
k141_227967_3	ko:K02033
k141_227967_4	ko:K02034
k141_227967_5	ko:K02031,ko:K02032
k141_600421_3	ko:K03636
k141_600421_4	ko:K00937
k141_600421_5	ko:K15256
k141_600421_6	ko:K15257
k141_600421_7	ko:K01768
k141_41392_1	ko:K00812,ko:K12252
k141_41392_2	ko:K00315
k141_1155518_2	ko:K01710
k141_41470_3	ko:K07011,ko:K11936
k141_41505_1	ko:K00384
k141_600662_1	ko:K22083
k141_1155620_2	ko:K03657
k141_969931_2	ko:K09011
k141_417267_1	ko:K17363
k141_1155685_1	ko:K11209
k141_1155685_2	ko:K14733
k141_417407_1	ko:K14534
k141_600879_2	ko:K06147
k141_788851_1	ko:K01955
k141_788864_1	ko:K03260,ko:K07364,ko:K08601,ko:K08843,ko:K08844,ko:K11412,ko:K12076,ko:K17535,ko:K18626,ko:K21343
k141_1155836_2	ko:K02908
k141_1155836_4	ko:K03041
k141_1155836_5	ko:K13798
k141_1155836_6	ko:K03053
k141_41861_6	ko:K11849,ko:K21122
k141_41861_8	ko:K11849,ko:K21122
k141_228549_1	ko:K01267
k141_228549_2	ko:K01525
k141_600995_1	ko:K01915
k141_42011_1	ko:K01714
k141_42036_1	ko:K20862
k141_1155975_2	ko:K20074
k141_1155975_6	ko:K00102
k141_1155975_7	ko:K01495
k141_1155975_8	ko:K01146
k141_1155996_1	ko:K03522
k141_1155996_2	ko:K03521
k141_1155996_3	ko:K07305
k141_1155996_4	ko:K14260
k141_970286_1	ko:K17226
k141_970286_3	ko:K03527
k141_970286_4	ko:K03101
k141_970286_5	ko:K01870
k141_970286_6	ko:K11753
k141_970286_7	ko:K03980
k141_970286_8	ko:K00382
k141_970286_9	ko:K00627
k141_970286_10	ko:K00163
k141_789190_2	ko:K02027
k141_42205_1	ko:K02523
k141_42205_2	ko:K09931
k141_42205_6	ko:K01754
k141_417821_2	ko:K08299
k141_417821_3	ko:K07570,ko:K07571
k141_417821_4	ko:K03309
k141_417821_5	ko:K03734
k141_417821_7	ko:K09810
k141_417821_8	ko:K09808
k141_417821_10	ko:K09928
k141_417821_11	ko:K02238
k141_417821_12	ko:K03695
k141_417821_13	ko:K03561
k141_417821_14	ko:K03559
k141_417821_15	ko:K05658
k141_417821_16	ko:K00979
k141_417821_18	ko:K00075
k141_417821_19	ko:K08300
k141_417821_20	ko:K06179
k141_417821_23	ko:K02911
k141_417821_24	ko:K03621
k141_417821_25	ko:K00645
k141_417821_26	ko:K00059
k141_417821_27	ko:K02078
k141_417821_28	ko:K09458
k141_417821_29	ko:K07082
k141_417821_30	ko:K00943
k141_417821_31	ko:K02341
k141_417821_32	ko:K02676
k141_417821_34	ko:K07568
k141_601429_1	ko:K02034
k141_601429_2	ko:K02033
k141_417886_2	ko:K02316
k141_418091_2	ko:K02611
k141_418091_3	ko:K02610
k141_418091_4	ko:K02609
k141_418095_1	ko:K02609
k141_418095_2	ko:K02610
k141_970561_1	ko:K14742
k141_970561_2	ko:K21929
k141_970561_6	ko:K06213
k141_970561_7	ko:K02990
k141_970561_8	ko:K02963
k141_970561_9	ko:K02939
k141_970561_10	ko:K02967
k141_970561_11	ko:K02357
k141_970561_12	ko:K09903
k141_970561_13	ko:K00590
k141_229285_5	ko:K07182
k141_229285_6	ko:K00024
k141_229285_12	ko:K04751
k141_229285_16	ko:K11717
k141_789621_3	ko:K00930,ko:K22478
k141_789621_4	ko:K13038
k141_789621_5	ko:K09811
k141_789621_6	ko:K09812
k141_789621_7	ko:K03110
k141_418195_1	ko:K00766
k141_418195_2	ko:K01609
k141_970629_2	ko:K03550
k141_970629_4	ko:K09760
k141_970629_5	ko:K00604
k141_970629_7	ko:K02528
k141_970629_8	ko:K03466
k141_970629_9	ko:K03634
k141_970629_11	ko:K01091
k141_601868_1	ko:K03806
k141_601868_2	ko:K06999
k141_970641_3	ko:K01939
k141_970641_4	ko:K02502
k141_970641_5	ko:K07230
k141_970641_6	ko:K12573
k141_970641_8	ko:K02990
k141_1156638_1	ko:K02986
k141_229493_1	ko:K07113
k141_1156819_2	ko:K15429
k141_789872_4	ko:K03622
k141_789872_7	ko:K00239
k141_789872_8	ko:K00241
k141_789872_9	ko:K00242
k141_789872_10	ko:K00240
k141_789872_12	ko:K01755
k141_789872_14	ko:K13963
k141_970840_1	ko:K05936
k141_970840_2	ko:K03394
k141_970840_3	ko:K02191
k141_418563_2	ko:K00537
k141_229695_4	ko:K11414
k141_970854_3	ko:K02195
k141_42879_1	ko:K02014
k141_42879_2	ko:K14393
k141_42879_4	ko:K09703
k141_42879_6	ko:K10974
k141_42879_7	ko:K02014
k141_42879_9	ko:K01652
k141_42879_10	ko:K00135
k141_42879_12	ko:K07048
k141_42947_1	ko:K21420
k141_42947_2	ko:K01916,ko:K01950
k141_42950_1	ko:K21420
k141_42950_2	ko:K01950
k141_790026_1	ko:K02054
k141_971012_1	ko:K01754
k141_971012_3	ko:K06133
k141_971012_5	ko:K09803
k141_602297_1	ko:K00992
k141_602297_3	ko:K02558
k141_602297_4	ko:K02342
k141_1156970_1	ko:K07005
k141_1156970_2	ko:K14728
k141_1156970_3	ko:K18602
k141_1156970_4	ko:K11529
k141_1156970_6	ko:K07577
k141_1156970_7	ko:K11175
k141_1156970_11	ko:K17758
k141_790093_1	ko:K03723
k141_43199_1	ko:K04096
k141_43199_2	ko:K03747
k141_43199_3	ko:K03168
k141_43199_5	ko:K00997,ko:K06133
k141_43290_4	ko:K05366
k141_418996_2	ko:K03070
k141_971301_3	ko:K06024
k141_971301_4	ko:K02995
k141_971301_5	ko:K03105
k141_971301_6	ko:K07569
k141_971301_7	ko:K03124
k141_971301_8	ko:K09013
k141_790472_2	ko:K03655
k141_790472_3	ko:K06985
k141_790472_4	ko:K13288
k141_790472_5	ko:K02204
k141_419103_1	ko:K00102
k141_419145_1	ko:K02357
k141_419145_2	ko:K02967
k141_419145_3	ko:K01265
k141_419145_4	ko:K00990
k141_419240_1	ko:K04042
k141_419240_2	ko:K06940
k141_790711_1	ko:K01089,ko:K01693
k141_790711_2	ko:K02501
k141_790711_3	ko:K01814
k141_790711_4	ko:K02500
k141_790711_5	ko:K01496,ko:K11755
k141_790711_6	ko:K01523
k141_790711_7	ko:K03116
k141_790711_8	ko:K03117
k141_230389_1	ko:K01487
k141_230389_5	ko:K03458
k141_790809_2	ko:K02032
k141_790809_3	ko:K02031,ko:K02034
k141_790809_4	ko:K02033
k141_790809_5	ko:K02035
k141_790809_7	ko:K02083
k141_790809_8	ko:K00001,ko:K13953
k141_790809_9	ko:K01640
k141_790809_11	ko:K01644,ko:K18292
k141_790809_13	ko:K07749
k141_971602_6	ko:K00012
k141_971602_12	ko:K10804
k141_971602_13	ko:K02003
k141_971602_14	ko:K02004
k141_971602_18	ko:K10026
k141_971602_19	ko:K01255
k141_971602_20	ko:K01207
k141_971602_23	ko:K09760
k141_971602_24	ko:K07010
k141_971602_27	ko:K03116
k141_971602_29	ko:K03455
k141_230433_6	ko:K03163
k141_971609_1	ko:K01092
k141_419471_2	ko:K01133
k141_1157702_1	ko:K03625
k141_1157702_2	ko:K02313
k141_1157702_4	ko:K03629
k141_1157702_5	ko:K02470
k141_1157873_1	ko:K00790
k141_1157873_2	ko:K05710
k141_419689_1	ko:K10549
k141_419689_2	ko:K10440
k141_419689_3	ko:K02056,ko:K10545
k141_419689_4	ko:K18910
k141_419689_5	ko:K07133
k141_230649_2	ko:K02012
k141_971837_1	ko:K02876
k141_971837_2	ko:K02907
k141_971837_3	ko:K02988
k141_971837_4	ko:K02881
k141_971837_5	ko:K02933
k141_971837_6	ko:K02994
k141_971837_7	ko:K02954
k141_971837_8	ko:K02931
k141_419835_1	ko:K03430
k141_419835_3	ko:K01703
k141_419835_4	ko:K00344
k141_419835_8	ko:K13283
k141_419835_9	ko:K00383
k141_230791_1	ko:K02198
k141_603621_2	ko:K07304
k141_972002_1	ko:K05366
k141_972002_2	ko:K00891
k141_420076_1	ko:K02916
k141_420076_2	ko:K02887
k141_420076_3	ko:K01889
k141_1158218_1	ko:K01706
k141_1158218_2	ko:K02056
k141_1158218_3	ko:K02057
k141_1158218_4	ko:K02058
k141_420294_1	ko:K03520
k141_420294_2	ko:K03519
k141_1158364_1	ko:K00336
k141_1158364_2	ko:K00337
k141_1158364_3	ko:K00338
k141_231255_2	ko:K01338,ko:K08675
k141_231255_3	ko:K00147
k141_791691_1	ko:K05896
k141_791769_1	ko:K20862
k141_1158538_1	ko:K00024
k141_1158538_2	ko:K00970
k141_1158538_3	ko:K00950
k141_972511_1	ko:K06168
k141_972511_2	ko:K06217
k141_972511_3	ko:K07042
k141_420616_1	ko:K15231
k141_420616_3	ko:K01902,ko:K15230,ko:K15233
k141_420626_2	ko:K00344
k141_791890_1	ko:K03177
k141_791890_2	ko:K02956
k141_791890_3	ko:K00962
k141_604412_2	ko:K01464,ko:K07528
k141_604412_3	ko:K01464,ko:K07528
k141_604412_5	ko:K01464,ko:K07528
k141_604412_6	ko:K01464,ko:K01465
k141_604412_14	ko:K11642,ko:K11643
k141_604412_15	ko:K11367,ko:K20091
k141_604412_17	ko:K11367
k141_604412_19	ko:K11367,ko:K20091
k141_44999_1	ko:K07107
k141_44999_2	ko:K03562
k141_44999_3	ko:K03560
k141_44999_4	ko:K03646
k141_44999_5	ko:K03641
k141_44999_6	ko:K03640
k141_44999_9	ko:K07461
k141_420845_2	ko:K02032
k141_420845_3	ko:K07304
k141_231662_1	ko:K07497
k141_231662_7	ko:K01491
k141_231662_8	ko:K01934
k141_231662_9	ko:K01870
k141_231662_11	ko:K01903
k141_231662_12	ko:K01902
k141_231662_13	ko:K02927
k141_231662_19	ko:K02866
k141_231662_20	ko:K01170
k141_231662_22	ko:K09807
k141_231662_23	ko:K01588
k141_45100_2	ko:K00253
k141_45100_3	ko:K01969
k141_420967_1	ko:K13529,ko:K13530
k141_420967_2	ko:K00600
k141_420967_3	ko:K00773
k141_420992_1	ko:K01869
k141_604763_2	ko:K01784
k141_972937_1	ko:K00835
k141_1159052_4	ko:K15987
k141_604913_2	ko:K05939
k141_604988_1	ko:K01271,ko:K15783
k141_604988_2	ko:K15784
k141_45284_2	ko:K07497
k141_421226_1	ko:K07460
k141_421226_3	ko:K07056
k141_421226_4	ko:K11940
k141_604991_2	ko:K03596
k141_604991_3	ko:K01595
k141_231958_4	ko:K02193
k141_231958_5	ko:K02194
k141_231958_6	ko:K02195
k141_231958_8	ko:K02197
k141_231958_9	ko:K03529
k141_231958_10	ko:K03528
k141_231958_11	ko:K01972
k141_231958_14	ko:K03722
k141_231958_16	ko:K15977
k141_231958_17	ko:K15918
k141_231958_20	ko:K02483,ko:K07660
k141_605021_1	ko:K02357
k141_605021_2	ko:K02967
k141_1159366_1	ko:K17759
k141_421262_1	ko:K03821
k141_45413_2	ko:K22443
k141_45413_4	ko:K09969
k141_45413_5	ko:K09970
k141_421341_3	ko:K01733
k141_973321_2	ko:K13821
k141_421441_2	ko:K02197
k141_421441_3	ko:K02198
k141_605277_1	ko:K02503
k141_605277_2	ko:K03265
k141_605277_13	ko:K00052
k141_605277_14	ko:K01649
k141_605277_15	ko:K01653
k141_605277_16	ko:K01652
k141_605277_18	ko:K08321
k141_605277_19	ko:K00008
k141_605277_20	ko:K02122
k141_605277_27	ko:K06953
k141_605277_28	ko:K01955
k141_605277_29	ko:K01956
k141_605277_30	ko:K01649
k141_605277_32	ko:K05830
k141_605277_33	ko:K05828
k141_605277_34	ko:K05829
k141_605277_35	ko:K05827
k141_605277_36	ko:K05826
k141_605277_37	ko:K01940
k141_605277_38	ko:K02051
k141_605277_39	ko:K02049
k141_605277_40	ko:K02050
k141_605277_41	ko:K01622
k141_605277_43	ko:K10747
k141_605277_44	ko:K07220
k141_605277_45	ko:K01170
k141_973395_1	ko:K04567
k141_973395_3	ko:K03527
k141_973395_4	ko:K02671
k141_973395_7	ko:K02655
k141_605317_1	ko:K01997
k141_605317_2	ko:K01998
k141_605317_3	ko:K01995
k141_973445_1	ko:K03466
k141_973445_2	ko:K03634
k141_45806_1	ko:K00574
k141_45806_2	ko:K07395
k141_45806_3	ko:K03929
k141_45806_4	ko:K03811
k141_45806_6	ko:K06213
k141_45806_9	ko:K13821
k141_45806_12	ko:K00571
k141_232233_2	ko:K00939
k141_232233_3	ko:K21071
k141_605505_1	ko:K01682
k141_605510_1	ko:K02011
k141_605510_2	ko:K02049
k141_45949_1	ko:K01998
k141_232343_1	ko:K10421,ko:K10422
k141_605600_3	ko:K07406
k141_1159895_2	ko:K09748
k141_1159911_3	ko:K02027
k141_46005_1	ko:K00368
k141_46005_2	ko:K01744
k141_46005_3	ko:K15865
k141_1159961_2	ko:K03544
k141_1159961_3	ko:K01358
k141_1159961_4	ko:K03545
k141_1159961_10	ko:K02343
k141_1159961_11	ko:K09747
k141_1159961_12	ko:K06187
k141_1159961_14	ko:K01759
k141_1159961_15	ko:K02837
k141_1159961_17	ko:K03296
k141_1159961_22	ko:K01724
k141_1159961_23	ko:K00571,ko:K07319
k141_1159961_24	ko:K11741
k141_1159961_25	ko:K00860,ko:K00955,ko:K00956
k141_1159961_26	ko:K00390,ko:K00957
k141_1159961_27	ko:K00766
k141_1159961_28	ko:K00390,ko:K00860
k141_1159961_29	ko:K00362,ko:K00392
k141_1159961_30	ko:K04487,ko:K13643
k141_1159961_31	ko:K03473
k141_1159961_32	ko:K03564
k141_1159961_33	ko:K03980
k141_1159961_35	ko:K00797
k141_46136_1	ko:K03685
k141_1160058_2	ko:K09760
k141_973839_1	ko:K02025
k141_973839_2	ko:K02027
k141_422147_2	ko:K00322
k141_422147_3	ko:K22364
k141_422147_4	ko:K00322
k141_422147_6	ko:K07012
k141_422147_7	ko:K19119
k141_422147_9	ko:K19118
k141_422147_10	ko:K07464
k141_422147_11	ko:K15342
k141_422147_12	ko:K09951
k141_422147_13	ko:K07305
k141_422147_15	ko:K01897,ko:K05939
k141_422147_18	ko:K00571
k141_422147_19	ko:K03497
k141_422147_22	ko:K00974
k141_422167_2	ko:K01990
k141_232860_5	ko:K03517
k141_46393_2	ko:K00606
k141_793393_1	ko:K02114
k141_793393_2	ko:K02112
k141_1160322_1	ko:K11529
k141_232883_4	ko:K02374,ko:K18039
k141_1160342_1	ko:K11473
k141_1160342_5	ko:K06168
k141_606107_2	ko:K01716
k141_974046_1	ko:K21826
k141_974046_2	ko:K14083
k141_233024_3	ko:K02040
k141_606388_1	ko:K00574
k141_793607_3	ko:K06995
k141_793607_4	ko:K00681
k141_606810_3	ko:K02655
k141_606810_4	ko:K01448
k141_606810_5	ko:K02343
k141_606810_6	ko:K09747
k141_606810_7	ko:K06187
k141_606810_8	ko:K06013
k141_606810_9	ko:K13288
k141_606810_10	ko:K17758,ko:K17759
k141_606810_11	ko:K06925
k141_793960_1	ko:K00088
k141_974596_1	ko:K01687
k141_974596_4	ko:K00590
k141_422789_1	ko:K00571,ko:K07316
k141_422789_4	ko:K06180
k141_422789_5	ko:K02114
k141_422789_6	ko:K02112
k141_422789_7	ko:K02115
k141_422789_8	ko:K02111
k141_422789_9	ko:K02113
k141_422789_10	ko:K00566
k141_422789_12	ko:K03497
k141_422789_13	ko:K03496
k141_422789_14	ko:K03501
k141_422789_15	ko:K03495
k141_422789_16	ko:K03650
k141_422789_17	ko:K03217
k141_422789_18	ko:K01892
k141_422789_20	ko:K02313
k141_422789_21	ko:K02338
k141_422789_22	ko:K02470
k141_422789_23	ko:K02469
k141_422789_25	ko:K00568
k141_422789_28	ko:K18139
k141_422789_29	ko:K15977
k141_422789_32	ko:K16052
k141_422789_33	ko:K09990
k141_422789_34	ko:K00428
k141_422789_35	ko:K06996
k141_422789_39	ko:K07316
k141_422789_40	ko:K01778
k141_422789_41	ko:K13953
k141_422789_44	ko:K06223
k141_422789_46	ko:K03664
k141_422789_47	ko:K03978
k141_422789_49	ko:K03723
k141_1161329_1	ko:K01409
k141_233748_2	ko:K18993
k141_422899_3	ko:K06196
k141_422899_4	ko:K05807
k141_422899_6	ko:K00648
k141_422899_7	ko:K03527
k141_422908_3	ko:K01874
k141_422908_4	ko:K02341
k141_422908_5	ko:K00943
k141_1161400_2	ko:K05801
k141_1161400_3	ko:K03439
k141_422943_2	ko:K06900
k141_422943_7	ko:K14445
k141_422943_8	ko:K03557,ko:K07712
k141_422943_10	ko:K01868
k141_422943_11	ko:K02520
k141_422943_12	ko:K02916
k141_422943_13	ko:K02887
k141_422943_15	ko:K01890
k141_422943_16	ko:K01889
k141_422943_17	ko:K01783
k141_422943_19	ko:K00097,ko:K22024
k141_422943_20	ko:K09121
k141_422943_22	ko:K06898
k141_422943_23	ko:K00057
k141_422943_29	ko:K07107
k141_422943_30	ko:K03271
k141_422943_34	ko:K01525
k141_607354_2	ko:K00232,ko:K10214
k141_607354_4	ko:K01999
k141_794539_1	ko:K02230
k141_47575_1	ko:K00721
k141_47575_3	ko:K01776
k141_47575_4	ko:K01880
k141_47575_5	ko:K01151
k141_975160_1	ko:K00108
k141_975160_2	ko:K03829
k141_794722_1	ko:K10414
k141_423176_2	ko:K07403
k141_423176_4	ko:K03499
k141_423176_6	ko:K02535
k141_423176_9	ko:K03305
k141_423176_14	ko:K04754
k141_423176_18	ko:K02469
k141_423176_19	ko:K02470,ko:K02622
k141_234268_2	ko:K00605,ko:K17486
k141_975229_1	ko:K04771
k141_607634_2	ko:K10439
k141_607634_3	ko:K10440
k141_607634_4	ko:K02056
k141_607634_5	ko:K00098
k141_234321_2	ko:K01868
k141_234321_3	ko:K02520
k141_794891_1	ko:K00641
k141_794891_4	ko:K02035
k141_423468_1	ko:K00074
k141_423468_2	ko:K00626,ko:K00632,ko:K02615
k141_423468_5	ko:K08973
k141_975575_1	ko:K01810,ko:K13810
k141_1162244_1	ko:K04771
k141_1162244_2	ko:K01692
k141_48019_2	ko:K00963
k141_48019_3	ko:K04042
k141_48019_4	ko:K00820
k141_48019_5	ko:K03657
k141_48019_9	ko:K03179
k141_48019_10	ko:K03309
k141_48019_11	ko:K05297
k141_48019_12	ko:K03655
k141_48021_2	ko:K00951,ko:K01139
k141_48021_3	ko:K03060
k141_48021_4	ko:K00942
k141_48021_6	ko:K00989
k141_48021_7	ko:K00762
k141_423956_1	ko:K02933
k141_423956_5	ko:K00952
k141_423956_6	ko:K01974
k141_423959_1	ko:K02169
k141_975828_1	ko:K03738
k141_975828_2	ko:K05796
k141_795545_1	ko:K00919
k141_795545_3	ko:K02492
k141_795545_4	ko:K02835
k141_795545_5	ko:K02493
k141_795545_6	ko:K03148,ko:K21029
k141_1162726_3	ko:K01647
k141_1162726_5	ko:K01069
k141_608587_1	ko:K01733
k141_608587_2	ko:K01897
k141_608587_3	ko:K00767
k141_795794_1	ko:K00315
k141_48558_1	ko:K00259
k141_976304_1	ko:K13787
k141_424657_2	ko:K02169
k141_608812_5	ko:K21071
k141_48753_2	ko:K00549
k141_48753_4	ko:K00140
k141_424737_2	ko:K14584
k141_424737_5	ko:K15866
k141_608917_1	ko:K03215
k141_608917_2	ko:K08300
k141_976460_5	ko:K06190
k141_976460_7	ko:K03767
k141_976460_8	ko:K03704
k141_976460_9	ko:K01887
k141_976460_10	ko:K00507
k141_976460_11	ko:K15461
k141_976460_18	ko:K08602
k141_609031_4	ko:K00641
k141_609167_2	ko:K06879
k141_609167_9	ko:K01278
k141_609167_10	ko:K01271
k141_609167_11	ko:K03519
k141_609167_12	ko:K03518,ko:K07302
k141_976611_4	ko:K00571
k141_976611_5	ko:K00571
k141_976611_6	ko:K00681
k141_425063_2	ko:K02613
k141_236032_1	ko:K00128,ko:K00130
k141_425117_1	ko:K01595
k141_49225_1	ko:K05786
k141_236100_1	ko:K02031,ko:K02032,ko:K13892
k141_236100_2	ko:K02035
k141_236100_3	ko:K02033
k141_1163692_2	ko:K00826
k141_796342_2	ko:K00285
k141_1163819_1	ko:K01969
k141_796448_2	ko:K03671
k141_796448_12	ko:K03469
k141_796448_13	ko:K18593
k141_1163946_1	ko:K02198
k141_1164074_2	ko:K01262,ko:K01271
k141_1164074_4	ko:K09152
k141_1164074_5	ko:K07041
k141_1164074_6	ko:K03433
k141_1164074_7	ko:K00096
k141_1164074_8	ko:K01802
k141_49610_1	ko:K02040
k141_609793_1	ko:K09927
k141_609830_1	ko:K01626
k141_609830_2	ko:K00958
k141_796697_2	ko:K04350,ko:K04911,ko:K09673,ko:K15199,ko:K17583
k141_425799_1	ko:K03517
k141_425805_3	ko:K00249
k141_609878_1	ko:K00647
k141_49776_2	ko:K02970
k141_236660_1	ko:K20793
k141_609992_2	ko:K00339
k141_796891_2	ko:K01754
k141_977489_1	ko:K02055
k141_977489_2	ko:K02052
k141_977542_1	ko:K02600
k141_977542_2	ko:K02950
k141_50054_1	ko:K02527
k141_50054_2	ko:K00228
k141_610226_1	ko:K02600
k141_610226_2	ko:K02519
k141_610226_3	ko:K02834
k141_610226_4	ko:K03177
k141_797031_1	ko:K00449
k141_977619_1	ko:K01869
k141_977619_2	ko:K01791
k141_1164618_1	ko:K07133
k141_1164618_2	ko:K02114
k141_1164618_3	ko:K02112
k141_1164618_4	ko:K02115
k141_1164618_5	ko:K02111
k141_1164618_6	ko:K02113
k141_1164618_7	ko:K02109
k141_1164618_8	ko:K02110
k141_1164618_9	ko:K02108
k141_1164618_11	ko:K03497
k141_1164618_12	ko:K03496
k141_1164618_13	ko:K03501
k141_1164618_14	ko:K03495
k141_1164618_15	ko:K03650
k141_1164618_16	ko:K03217
k141_1164618_17	ko:K03536
k141_1164618_18	ko:K02914
k141_1164618_19	ko:K02313
k141_1164618_20	ko:K02338
k141_1164618_21	ko:K03629
k141_1164618_22	ko:K02470
k141_1164618_24	ko:K00655
k141_1164618_25	ko:K03498
k141_1164618_26	ko:K03499
k141_1164618_27	ko:K06983,ko:K15984
k141_1164618_28	ko:K00604
k141_1164618_29	ko:K01462
k141_1164618_30	ko:K04096
k141_1164618_31	ko:K01588
k141_1164618_32	ko:K07566
k141_1164618_33	ko:K00014
k141_1164618_35	ko:K02259
k141_1164618_36	ko:K07152
k141_1164618_38	ko:K18911
k141_1164618_40	ko:K02335
k141_1164618_41	ko:K03978
k141_1164618_43	ko:K03673
k141_1164618_44	ko:K00721
k141_1164618_45	ko:K00838
k141_1164618_50	ko:K03465
k141_50290_1	ko:K00759
k141_50290_2	ko:K00772
k141_50290_8	ko:K03166
k141_50290_9	ko:K03167
k141_50290_10	ko:K06961
k141_50290_11	ko:K07178
k141_50290_12	ko:K03236
k141_237291_2	ko:K03308
k141_237291_5	ko:K01845
k141_237291_6	ko:K01424
k141_1164736_1	ko:K01903,ko:K14067
k141_1164736_2	ko:K01644,ko:K08691
k141_237314_2	ko:K02054
k141_237314_3	ko:K02055
k141_237314_4	ko:K02052
k141_237314_5	ko:K02053
k141_237314_13	ko:K01563
k141_237314_14	ko:K01652
k141_1164776_2	ko:K03498
k141_1164776_3	ko:K08999
k141_1164776_4	ko:K06863
k141_610707_1	ko:K01739
k141_1164945_1	ko:K07496
k141_1164945_2	ko:K07232
k141_1164945_3	ko:K01754
k141_1164945_4	ko:K01886
k141_1164945_5	ko:K03183
k141_1164945_7	ko:K03688
k141_1164945_9	ko:K15866
k141_797620_2	ko:K01873
k141_797807_1	ko:K01945,ko:K01952
k141_797807_4	ko:K00602
k141_978309_1	ko:K03072
k141_978361_1	ko:K02893
k141_50962_1	ko:K01955
k141_797989_1	ko:K09773
k141_611483_1	ko:K00765
k141_611483_2	ko:K00054
k141_427295_1	ko:K01652
k141_427295_2	ko:K01653
k141_238155_1	ko:K13787
k141_238155_2	ko:K01823
k141_238155_3	ko:K06981
k141_238155_4	ko:K00869
k141_238155_5	ko:K06990
k141_238155_6	ko:K02967
k141_238155_7	ko:K01689
k141_238155_8	ko:K03058
k141_238155_9	ko:K07477
k141_238155_10	ko:K17759
k141_978605_1	ko:K00666,ko:K02182
k141_978605_2	ko:K01782,ko:K07516
k141_978605_4	ko:K01799
k141_798162_1	ko:K07303
k141_798274_1	ko:K15551
k141_798332_1	ko:K01912
k141_798337_1	ko:K01496,ko:K11755
k141_798337_3	ko:K03117
k141_978834_1	ko:K21029
k141_978834_2	ko:K00164
k141_427644_1	ko:K01689
k141_51463_2	ko:K02033
k141_51463_3	ko:K02034,ko:K15582
k141_51463_4	ko:K02031,ko:K02032
k141_51463_6	ko:K03469
k141_51463_7	ko:K02342,ko:K14159
k141_51605_1	ko:K07462
k141_51605_2	ko:K03088
k141_51609_2	ko:K03597
k141_427801_1	ko:K07146
k141_427807_1	ko:K03628
k141_978970_5	ko:K07133
k141_798527_3	ko:K06258
k141_51668_2	ko:K07560
k141_612264_4	ko:K00042
k141_979118_1	ko:K07303
k141_798676_1	ko:K13922,ko:K15515
k141_798676_2	ko:K01897
k141_612447_1	ko:K03616
k141_612447_2	ko:K10773
k141_979216_2	ko:K13953
k141_428120_1	ko:K21323
k141_979240_3	ko:K02851
k141_979240_4	ko:K00978,ko:K15669
k141_979240_5	ko:K01709
k141_979240_6	ko:K12452
k141_979240_7	ko:K01654
k141_979240_8	ko:K01652
k141_239134_1	ko:K03530
k141_239134_2	ko:K01338
k141_1166283_1	ko:K12811
k141_612642_1	ko:K02013
k141_612642_2	ko:K02015
k141_612660_3	ko:K00135
k141_612660_4	ko:K00059
k141_52233_1	ko:K01938
